text,labels,multi_hot
Families were left devastated after the sudden closure of the only clinic in the region.,"[""emotional_framing""]","[1, 0, 0, 0]"
The city woke to scenes of chaos as floodwaters tore through residential streets.,"[""emotional_framing""]","[1, 0, 0, 0]"
Residents described the demolition as a cruel blow to a struggling neighborhood.,"[""emotional_framing""]","[1, 0, 0, 0]"
Parents expressed deep anguish over the school board's shocking decision.,"[""emotional_framing""]","[1, 0, 0, 0]"
The heartbreaking loss has shaken the coastal town to its core.,"[""emotional_framing""]","[1, 0, 0, 0]"
Witnesses watched in terror as the fire rapidly spread through the market.,"[""emotional_framing""]","[1, 0, 0, 0]"
The sudden cuts dealt a painful hit to already vulnerable families.,"[""emotional_framing""]","[1, 0, 0, 0]"
Survivors recalled the horrifying moment the bridge began to collapse.,"[""emotional_framing""]","[1, 0, 0, 0]"
The grim report paints a bleak picture of life for displaced residents.,"[""emotional_framing""]","[1, 0, 0, 0]"
Community leaders condemned the move as a devastating setback for local workers.,"[""emotional_framing""]","[1, 0, 0, 0]"
The nation reacted with sorrow to the tragic deaths reported overnight.,"[""emotional_framing""]","[1, 0, 0, 0]"
The emotional testimony left the courtroom in stunned silence.,"[""emotional_framing""]","[1, 0, 0, 0]"
Farmers say the relentless drought has destroyed their hopes for the season.,"[""emotional_framing""]","[1, 0, 0, 0]"
The latest wave of layoffs has plunged hundreds of households into uncertainty and fear.,"[""emotional_framing""]","[1, 0, 0, 0]"
Residents described a nightmare scene after the tornado ripped through the town center.,"[""emotional_framing""]","[1, 0, 0, 0]"
The crisis has sparked outrage among families desperate for answers.,"[""emotional_framing""]","[1, 0, 0, 0]"
Doctors warned of a deeply alarming rise in severe respiratory cases.,"[""emotional_framing""]","[1, 0, 0, 0]"
The heartbreaking separation of families at the border drew widespread condemnation.,"[""emotional_framing""]","[1, 0, 0, 0]"
Shop owners say the repeated thefts have left them frightened and exhausted.,"[""emotional_framing""]","[1, 0, 0, 0]"
"The deadly explosion shattered windows, homes, and a sense of safety across the district.","[""emotional_framing""]","[1, 0, 0, 0]"
Students described the abrupt cancellation as crushing and demoralizing.,"[""emotional_framing""]","[1, 0, 0, 0]"
The violent clashes triggered panic in nearby neighborhoods.,"[""emotional_framing""]","[1, 0, 0, 0]"
Aid groups warned of a desperate humanitarian situation unfolding in the region.,"[""emotional_framing""]","[1, 0, 0, 0]"
The abrupt shutdown has left patients terrified about losing access to treatment.,"[""emotional_framing""]","[1, 0, 0, 0]"
Residents voiced fury over the dangerous delays in emergency response.,"[""emotional_framing""]","[1, 0, 0, 0]"
The storm left a trail of destruction and grief across the valley.,"[""emotional_framing""]","[1, 0, 0, 0]"
Parents were outraged by the disturbing conditions described in the inspection report.,"[""emotional_framing""]","[1, 0, 0, 0]"
The tragic accident sent shockwaves through the small mountain community.,"[""emotional_framing""]","[1, 0, 0, 0]"
The courtroom heard wrenching accounts from families affected by the blast.,"[""emotional_framing""]","[1, 0, 0, 0]"
The closure threatens to tear apart a lifeline for low-income residents.,"[""emotional_framing""]","[1, 0, 0, 0]"
Everyone knows the transit overhaul will completely fail.,"[""absolutist_language""]","[0, 1, 0, 0]"
The new rule will never help small businesses.,"[""absolutist_language""]","[0, 1, 0, 0]"
This policy always hurts working families.,"[""absolutist_language""]","[0, 1, 0, 0]"
No one benefits from these tax changes.,"[""absolutist_language""]","[0, 1, 0, 0]"
The agency has completely ignored the warning signs.,"[""absolutist_language""]","[0, 1, 0, 0]"
The mayor never addresses the real problem.,"[""absolutist_language""]","[0, 1, 0, 0]"
Every resident will be affected by the utility hike.,"[""absolutist_language""]","[0, 1, 0, 0]"
The proposal is entirely disconnected from reality.,"[""absolutist_language""]","[0, 1, 0, 0]"
The reform will always lead to longer wait times.,"[""absolutist_language""]","[0, 1, 0, 0]"
There is absolutely no support for the measure.,"[""absolutist_language""]","[0, 1, 0, 0]"
The company completely abandoned its original promises.,"[""absolutist_language""]","[0, 1, 0, 0]"
Officials never learn from past failures.,"[""absolutist_language""]","[0, 1, 0, 0]"
The decision leaves everyone worse off.,"[""absolutist_language""]","[0, 1, 0, 0]"
The program has entirely failed to meet its goals.,"[""absolutist_language""]","[0, 1, 0, 0]"
The measure will never succeed in rural communities.,"[""absolutist_language""]","[0, 1, 0, 0]"
Every school will face disruption under the new calendar.,"[""absolutist_language""]","[0, 1, 0, 0]"
The government is completely unprepared for the next storm season.,"[""absolutist_language""]","[0, 1, 0, 0]"
No worker will be protected by the revised contract.,"[""absolutist_language""]","[0, 1, 0, 0]"
The new system always crashes during peak demand.,"[""absolutist_language""]","[0, 1, 0, 0]"
The public never asked for this redesign.,"[""absolutist_language""]","[0, 1, 0, 0]"
The board has utterly failed to explain the missing funds.,"[""absolutist_language""]","[0, 1, 0, 0]"
Every attempt to fix the service has completely backfired.,"[""absolutist_language""]","[0, 1, 0, 0]"
The strategy offers zero protection for tenants.,"[""absolutist_language""]","[0, 1, 0, 0]"
The province will never recover if the project is canceled.,"[""absolutist_language""]","[0, 1, 0, 0]"
Everyone can see the plan is entirely unrealistic.,"[""absolutist_language""]","[0, 1, 0, 0]"
The committee completely dismissed public concerns.,"[""absolutist_language""]","[0, 1, 0, 0]"
This approach always creates more problems than it solves.,"[""absolutist_language""]","[0, 1, 0, 0]"
No neighborhood will escape the effects of the budget cuts.,"[""absolutist_language""]","[0, 1, 0, 0]"
The company never intended to keep prices low.,"[""absolutist_language""]","[0, 1, 0, 0]"
The proposal is totally unacceptable to everyone involved.,"[""absolutist_language""]","[0, 1, 0, 0]"
Experts say the redevelopment may be hiding broader financial risks.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Many believe the merger could lead to major problems later this year.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Observers say the administration may be under pressure behind the scenes.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Some analysts believe the company could be facing a secret cash shortage.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Reports suggest the housing market might be entering a dangerous phase.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Insiders say the project may already be running over budget.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Critics argue the proposal could carry hidden costs for residents.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Several voices online say the policy may have unintended side effects.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
People close to the matter believe layoffs could be announced soon.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Sources say the minister may be considering a sudden resignation.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Some believe the recent outages might point to a bigger system failure.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
It is widely believed that consumer trust could be slipping.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Reports indicate the investigation may expand in the coming weeks.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Many say the measure could disproportionately affect rural towns.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Commentators suggest the move might be intended to distract from other issues.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Experts warn the trend could signal deeper weaknesses in the economy.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Some residents believe the noise complaints may just be the start of a larger dispute.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Analysts say the slowdown could eventually spill into the labor market.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Rumors persist that the expansion may be delayed again.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
There are claims that the revised plan might not meet safety standards.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Some reports suggest the retailer could close additional stores.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Many observers believe the vote may have been influenced by outside pressure.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Sources familiar with the matter say more penalties could be on the way.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Some experts think the decline may continue well into next quarter.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
There is growing belief that the funding gap could be larger than expected.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Industry watchers say the platform might be losing advertisers.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Some say the proposal could quietly reshape local governance.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Reports claim the contractor may have overlooked key structural issues.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Many believe the recent shift could have far-reaching consequences.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Observers suggest the abrupt change may be part of a broader strategy.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The corrupt ruling class is once again sacrificing ordinary citizens to protect its power.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
Patriotic communities are standing up against the destructive agenda pushed by political elites.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
Only cowards would stay silent while the nation is handed over to self-serving insiders.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
The regime's loyal mouthpieces continue spreading lies to keep the public obedient.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
Brave citizens are resisting the attack on the country's values.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
The ruling elite is waging a campaign against hardworking families.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
The people are being betrayed by leaders who serve foreign interests instead of the nation.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
This anti-national policy rewards cronies while punishing patriots.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
The establishment is desperate to silence voices that defend the truth.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
Opponents of the bill are being smeared by powerful insiders afraid of real change.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
The nation faces sabotage from the same failed elites who created the crisis.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
True patriots are rejecting the propaganda machine of the ruling bloc.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
The corrupt network behind the decision has no loyalty to the people.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
Enemies of reform are trying to weaken the country from within.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
The regime continues to exploit public fear to tighten its grip.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
Ordinary citizens are paying the price for the elite's cynical power games.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
This is another attempt by disconnected rulers to crush the voice of the people.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
The state's propaganda apparatus is working overtime to protect failed leaders.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
The public is being manipulated by officials who treat dissent as treason.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
The nation deserves better than these corrupt brokers of decline.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
Power-hungry officials are disguising control as reform.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
The ruling circle keeps feeding citizens false hope while tightening surveillance.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
Self-serving elites are once again attacking the country's traditions.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
The people are being asked to suffer while privileged insiders enrich themselves.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
Patriotic workers are being undermined by a leadership class that fears accountability.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
The regime's defenders are branding every critic as an enemy of the state.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
This is what national decline looks like under a corrupt political class.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
The country's future is being sold off by leaders who have abandoned the people.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
Only a captured government would push such a humiliating policy.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
The elite continue to hide behind slogans while the nation suffers.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
The transportation department said bridge repairs will begin on Monday.,[],"[0, 0, 0, 0]"
The company reported a 7 percent increase in quarterly revenue.,[],"[0, 0, 0, 0]"
City council approved the zoning amendment in a 5 to 2 vote.,[],"[0, 0, 0, 0]"
The health ministry released updated vaccination figures for the past year.,[],"[0, 0, 0, 0]"
The university announced a new scholarship program for first-year students.,[],"[0, 0, 0, 0]"
The weather agency forecast rain across the region through Thursday.,[],"[0, 0, 0, 0]"
The transit union and management reached a tentative agreement on Friday.,[],"[0, 0, 0, 0]"
The museum will reopen next month after completing renovations.,[],"[0, 0, 0, 0]"
Police said the road was closed for several hours after the collision.,[],"[0, 0, 0, 0]"
The central bank left its benchmark interest rate unchanged.,[],"[0, 0, 0, 0]"
Officials said the wildfire had burned 120 hectares by Saturday evening.,[],"[0, 0, 0, 0]"
The school district published enrollment numbers for the upcoming term.,[],"[0, 0, 0, 0]"
The retail chain plans to open two new stores this summer.,[],"[0, 0, 0, 0]"
The court scheduled the next hearing for April 14.,[],"[0, 0, 0, 0]"
The labor report showed modest job growth in February.,[],"[0, 0, 0, 0]"
The energy regulator approved the permit following a public review.,[],"[0, 0, 0, 0]"
The airport recorded 18 million passengers last year.,[],"[0, 0, 0, 0]"
The charity said donations increased during the winter campaign.,[],"[0, 0, 0, 0]"
The sports federation released the tournament schedule on Wednesday.,[],"[0, 0, 0, 0]"
The agriculture ministry published updated crop estimates for the season.,[],"[0, 0, 0, 0]"
Everyone can see the corrupt regime is completely abandoning the people.,"[""absolutist_language"", ""propaganda_style_language"", ""emotional_framing""]","[1, 1, 0, 1]"
Many believe the ruling elite may be hiding a broader plan to silence critics.,"[""vague_or_unsupported_claims"", ""propaganda_style_language""]","[0, 0, 1, 1]"
The heartbreaking failure proves the government never cared about ordinary families.,"[""emotional_framing"", ""absolutist_language"", ""propaganda_style_language""]","[1, 1, 0, 1]"
Experts say the country's enemies could be exploiting the crisis to weaken the nation.,"[""vague_or_unsupported_claims"", ""propaganda_style_language""]","[0, 0, 1, 1]"
No one should ignore the terrifying consequences of this disastrous policy.,"[""absolutist_language"", ""emotional_framing""]","[1, 1, 0, 0]"
Observers suggest the shocking crackdown may be part of a wider effort to crush dissent.,"[""vague_or_unsupported_claims"", ""emotional_framing"", ""propaganda_style_language""]","[1, 0, 1, 1]"
The regime's completely heartless response has left families devastated.,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
Some analysts believe patriotic groups may soon face coordinated attacks from political insiders.,"[""vague_or_unsupported_claims"", ""propaganda_style_language""]","[0, 0, 1, 1]"
Everyone is outraged by the elite's cruel betrayal of the nation.,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
Reports suggest the administration could be preparing another dangerous assault on civil liberties.,"[""vague_or_unsupported_claims"", ""emotional_framing"", ""propaganda_style_language""]","[1, 0, 1, 1]"
The public was horrified as officials once again completely failed to protect residents.,"[""emotional_framing"", ""absolutist_language""]","[1, 1, 0, 0]"
Many say the corrupt network behind the project may be shielding itself from scrutiny.,"[""vague_or_unsupported_claims"", ""propaganda_style_language""]","[0, 0, 1, 1]"
The devastating cuts show that these leaders never intended to help struggling workers.,"[""emotional_framing"", ""absolutist_language"", ""propaganda_style_language""]","[1, 1, 0, 1]"
Some believe the proposal could quietly hand more power to anti-democratic forces.,"[""vague_or_unsupported_claims"", ""propaganda_style_language""]","[0, 0, 1, 1]"
Everyone felt the heartbreaking impact of the completely avoidable shutdown.,"[""emotional_framing"", ""absolutist_language""]","[1, 1, 0, 0]"
Experts warn the ruling class may be planning a broader campaign against dissenting voices.,"[""vague_or_unsupported_claims"", ""propaganda_style_language""]","[0, 0, 1, 1]"
The shocking decision is another attack by elites who never listen to the people.,"[""emotional_framing"", ""absolutist_language"", ""propaganda_style_language""]","[1, 1, 0, 1]"
Many observers believe the terrifying decline could be linked to hidden policy failures.,"[""vague_or_unsupported_claims"", ""emotional_framing""]","[1, 0, 1, 0]"
No one should trust a regime that completely demonizes its critics.,"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
Reports say the nation's enemies may be exploiting the crisis to spread fear.,"[""vague_or_unsupported_claims"", ""emotional_framing"", ""propaganda_style_language""]","[1, 0, 1, 1]"
Residents described the sudden evacuation as terrifying and chaotic.,"[""emotional_framing""]","[1, 0, 0, 0]"
The heartbreaking closure left hundreds of workers uncertain about their future.,"[""emotional_framing""]","[1, 0, 0, 0]"
Everyone knows the new policy will completely destroy local businesses.,"[""absolutist_language""]","[0, 1, 0, 0]"
Officials never listen to the concerns raised by ordinary residents.,"[""absolutist_language""]","[0, 1, 0, 0]"
Experts say the company may be hiding deeper financial troubles.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Many observers believe the proposal could lead to serious consequences.,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The corrupt elite continue betraying the people they claim to serve.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
Patriotic citizens are pushing back against the regime’s destructive agenda.,"[""propaganda_style_language""]","[0, 0, 0, 1]"
No one should ignore the devastating impact of these completely avoidable cuts.,"[""emotional_framing"", ""absolutist_language""]","[1, 1, 0, 0]"
Reports suggest the ruling elite may be preparing another crackdown on critics.,"[""vague_or_unsupported_claims"", ""propaganda_style_language""]","[0, 0, 1, 1]"
Families were horrified by the government's completely heartless response.,"[""emotional_framing"", ""absolutist_language""]","[1, 1, 0, 0]"
Everyone can see the regime is abandoning the nation’s future.,"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
Some analysts believe the shocking decision may signal deeper instability.,"[""vague_or_unsupported_claims"", ""emotional_framing""]","[1, 0, 1, 0]"
The devastating layoffs prove leaders never cared about working families.,"[""emotional_framing"", ""absolutist_language"", ""propaganda_style_language""]","[1, 1, 0, 1]"
Observers say the administration could be quietly expanding its control.,"[""vague_or_unsupported_claims"", ""propaganda_style_language""]","[0, 0, 1, 1]"
The transportation department announced a new commuter rail schedule.,[],"[0, 0, 0, 0]"
The city reported a slight increase in tourism during the spring season.,[],"[0, 0, 0, 0]"
Police confirmed the road reopened after crews cleared debris.,[],"[0, 0, 0, 0]"
The company plans to launch a new product later this year.,[],"[0, 0, 0, 0]"
The education ministry released updated enrollment figures.,[],"[0, 0, 0, 0]"
